Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides QC_Shew_16_01	Razor + unique peptides QC_Shew_16_01	Unique peptides QC_Shew_16_01	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage QC_Shew_16_01 [%]	Intensity	Intensity QC_Shew_16_01	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
SO_2575	SO_2575	1	1	1	SO_2575	1	1	1	1	1	1	1	12	12	12	10.452	92	92	0	8.285	12	702530	702530	1				431	491	True	517	826	1535	1535			-1
SO_2577	SO_2577	1	1	1	SO_2577	1	1	1	1	1	1	1	6.3	6.3	6.3	29.183	269	269	0	17.494	6.3	427270	427270	4				432	976	True	1020	1559	2942;2943;2944;2945	2943			-1
SO_2578	SO_2578	2	2	2	SO_2578	1	2	2	2	2	2	2	21.2	21.2	21.2	9.8622	85	85	0	15.555	21.2	3037000	3037000	3				433	609;774	True;True	640;811	1006;1007;1252	1843;1844;2271	1843;2271			-1
SO_2581	SO_2581	1	1	1	SO_2581	1	1	1	1	1	1	1	1.6	1.6	1.6	61.707	557	557	0	6.0107	1.6	273070	273070	1				434	1067	True	1117	1716	3203	3203			-1
SO_2583	SO_2583	2	2	2	SO_2583	1	2	2	2	2	2	2	13.3	13.3	13.3	29.537	270	270	0	29.585	13.3	744110	744110	5				435	850;896	True;True	891;939	1376;1444;1445	2612;2751;2752;2753;2754	2612;2752			-1
SO_2587	SO_2587	1	1	1	SO_2587	1	1	1	1	1	1	1	6.6	6.6	6.6	36.802	333	333	0	6.8197	6.6	495680	495680	1				436	782	True	819	1264	2295	2295			-1
SO_2590	SO_2590	1	1	1	SO_2590	1	1	1	1	1	1	1	2.6	2.6	2.6	34.982	313	313	0.0065189	5.5068	2.6	814340	814340	1				437	247	True	256	357	639	639			-1
SO_2592	SO_2592	1	1	1	SO_2592	1	1	1	1	1	1	1	2.4	2.4	2.4	36.582	339	339	0	7.7262	2.4	844170	844170	2				438	672	True	707	1104;1105	2062;2063	2062			-1
SO_2593	SO_2593	5	5	5	SO_2593	1	5	5	5	5	5	5	4.9	4.9	4.9	182.33	1614	1614	0	41.166	4.9	2352400	2352400	6				439	84;587;874;1111;1260	True;True;True;True;True	86;615;917;1165;1317	115;964;1406;1777;1996	191;192;1778;2661;3300;3689	191;1778;2661;3300;3689			-1
SO_2601	SO_2601	3	3	3	SO_2601	1	3	3	3	3	3	3	7.2	7.2	7.2	76.442	682	682	0	23.631	7.2	2599500	2599500	3				440	1034;1253;1379	True;True;True	1081;1310;1440	1666;1987;2184	3120;3670;3997	3120;3670;3997			-1
SO_2602	SO_2602	1	1	1	SO_2602	1	1	1	1	1	1	1	3.3	3.3	3.3	23.369	213	213	0	6.3303	3.3	10938000	10938000	2				441	642	True	675	1053	1939;1940	1939			-1
SO_2604	SO_2604	1	1	1	SO_2604	1	1	1	1	1	1	1	10.1	10.1	10.1	10.971	99	99	0	6.5812	10.1	0	0	1				442	119	True	122	162	267	267			-1
SO_2613	SO_2613	1	1	1	SO_2613	1	1	1	1	1	1	1	10.5	10.5	10.5	22.679	209	209	0	14.17	10.5	421530	421530	1				443	103	True	106	144	245	245			-1
SO_2616	SO_2616	1	1	1	SO_2616	1	1	1	1	1	1	1	4.1	4.1	4.1	21.218	193	193	0	7.8011	4.1	192070	192070	1				444	766	True	803	1242	2260	2260			-1
SO_2618	SO_2618	1	1	1	SO_2618	1	1	1	1	1	1	1	2.2	2.2	2.2	39.18	371	371	0	10.3	2.2	1957600	1957600	1				445	525	True	551	877	1614	1614			-1
SO_2619	SO_2619	4	4	4	SO_2619	1	4	4	4	4	4	4	6.2	6.2	6.2	76.286	676	676	0	30.725	6.2	3246300	3246300	5				446	451;477;1115;1162	True;True;True;True	475;502;1169;1217	757;801;1781;1836	1408;1487;3306;3307;3308;3385	1408;1487;3308;3385			-1
SO_2629	SO_2629	7	7	7	SO_2629	1	7	7	7	7	7	7	17.3	17.3	17.3	80.5	741	741	0	71.117	17.3	32543000	32543000	25				447	12;106;418;437;438;981;1339	True;True;True;True;True;True;True	12;109;438;459;460;1025;1398	15;147;148;703;730;731;732;1564;2108	21;22;23;248;249;250;251;252;1329;1330;1373;1374;1375;2951;2952;2953;2954;3864;3865;3866;3867;3868;3869;3870;3871	22;251;1329;1373;1375;2951;3865			-1
SO_2633	SO_2633	1	1	1	SO_2633	1	1	1	1	1	1	1	2.4	2.4	2.4	41.679	372	372	0	7.2329	2.4	6679600	6679600	2				448	527	True	553;554	880;881	1622;1623	1622	39	257	-1
SO_2635	SO_2635	3	3	3	SO_2635	1	3	3	3	3	3	3	11.8	11.8	11.8	50.807	456	456	0	34.429	11.8	17706000	17706000	11				449	458;590;895	True;True;True	483;618;619;938	769;968;969;970;971;1443	1424;1782;1783;1784;1785;1786;1787;1788;2748;2749;2750	1424;1782;2749	40	439	-1
SO_2638	SO_2638	1	1	1	SO_2638	1	1	1	1	1	1	1	2.6	2.6	2.6	37.081	344	344	0	5.9514	2.6	484860	484860	1				450	377	True	395	603	1186	1186			-1
SO_2643	SO_2643	2	2	2	SO_2643	1	2	2	2	2	2	2	1.6	1.6	1.6	111.59	1013	1013	0	12.036	1.6	1437900	1437900	2				451	56;168	True;True	56;173	80;81;239	144;145;374	145;374			-1
SO_2644	SO_2644	3	3	3	SO_2644	1	3	3	3	3	3	3	3.7	3.7	3.7	86.776	789	789	0	23.205	3.7	12600000	12600000	12				452	394;448;983	True;True;True	413;414;472;1027	623;624;625;753;1566;1567	1215;1216;1217;1218;1219;1220;1221;1403;1404;2957;2958;2959	1218;1403;2957	41	312	-1
SO_2648	SO_2648	1	1	1	SO_2648	1	1	1	1	1	1	1	3.6	3.6	3.6	24.285	220	220	0	6.189	3.6	1093800	1093800	1				453	28	True	28	39	71	71			-1
SO_2649	SO_2649	2	2	2	SO_2649	1	2	2	2	2	2	2	5.9	5.9	5.9	36.448	324	324	0	15.84	5.9	4553900	4553900	3				454	221;839	True;True	229;878	318;1335;1336	587;2406;2407	587;2406			-1
SO_2705	SO_2705	6	6	6	SO_2705	1	6	6	6	6	6	6	6.4	6.4	6.4	98.007	878	878	0	43.432	6.4	9081500	9081500	7				455	117;635;694;1190;1267;1321	True;True;True;True;True;True	120;668;729;1247;1325;1380	160;1046;1129;1886;1887;2006;2090	265;1926;2092;3490;3491;3702;3840	265;1926;2092;3490;3702;3840			-1
SO_2711	SO_2711	1	1	1	SO_2711	1	1	1	1	1	1	1	3.4	3.4	3.4	33.975	290	290	0	14.824	3.4	2500600	2500600	2				456	954	True	997	1531;1532	2893;2894	2894			-1
SO_2723	SO_2723	1	1	1	SO_2723	1	1	1	1	1	1	1	16.9	16.9	16.9	12.954	118	118	0	10.173	16.9	1627300	1627300	2				457	97	True	100	132;133	224;225	224			-1
SO_2727	SO_2727	1	1	1	SO_2727	1	1	1	1	1	1	1	6.9	6.9	6.9	12.148	116	116	0	6.18	6.9	405550	405550	1				458	1216	True	1273	1919	3547	3547			-1
SO_2730	SO_2730	2	2	2	SO_2730	1	2	2	2	2	2	2	21.2	21.2	21.2	25.956	236	236	0	15.437	21.2	2962800	2962800	8				459	292;1221	True;True	307;1278	428;1939	778;779;780;781;782;783;3585;3586	782;3586			-1
SO_2731	SO_2731	2	2	2	SO_2731	1	2	2	2	2	2	2	4.4	4.4	4.4	59.631	528	528	0	22.878	4.4	9253500	9253500	4				460	235;814	True;True	243;852	334;1302;1303	607;2346;2347;2348	607;2348			-1
SO_2740	SO_2740	1	1	1	SO_2740	1	1	1	1	1	1	1	6.9	6.9	6.9	38.79	350	350	0	9.7065	6.9	463700	463700	1				461	26	True	26	37	68	68			-1
SO_2743	SO_2743	5	5	5	SO_2743	1	5	5	5	5	5	5	10.9	10.9	10.9	72.341	650	650	0	39.216	10.9	13042000	13042000	26				462	321;336;417;941;1006	True;True;True;True;True	337;352;437;984;1051	478;514;702;1506;1507;1508;1599;1600;1601;1602;1603;1604	870;871;872;873;981;982;983;984;985;986;987;988;1328;2855;2856;2857;2858;3021;3022;3023;3024;3025;3026;3027;3028;3029;3030	871;988;1328;2855;3022			-1
SO_2746	SO_2746	1	1	1	SO_2746	1	1	1	1	1	1	1	8.8	8.8	8.8	27.236	250	250	0	32.957	8.8	1326500	1326500	1				463	974	True	1018	1557	2940	2940			-1
SO_2756	SO_2756	2	2	2	SO_2756	1	2	2	2	2	2	2	15.4	15.4	15.4	21.841	201	201	0	15.704	15.4	1030100	1030100	13				464	333;350	True;True	349;368	511;547;548;549;550;551;552;553;554;555	976;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044	976;1042			-1
SO_2759	SO_2759	1	1	1	SO_2759	1	1	1	1	1	1	1	4.3	4.3	4.3	22.57	208	208	0	7.8826	4.3	26528000	26528000	4				465	666	True	701	1090;1091;1092	2037;2038;2039;2040	2038			-1
SO_2761	SO_2761	1	1	1	SO_2761	1	1	1	1	1	1	1	4.2	4.2	4.2	23.482	214	214	0	10.477	4.2	13570000	13570000	4				466	239	True	247	345;346	623;624;625;626	623			-1
SO_2764;SO_2762	SO_2764;SO_2762	1;1	1;1	1;1	SO_2764;SO_2762	2	1	1	1	1	1	1	5	5	5	15.237	140	140;248	0	6.6925	5	241510	241510	1				467	599	True	628	982	1801	1801			-1;-1
SO_2767	SO_2767	2	2	2	SO_2767	1	2	2	2	2	2	2	4.2	4.2	4.2	62.115	554	554	0	17.655	4.2	3231800	3231800	3				468	389;931	True;True	408;974	616;1494	1201;1202;2839	1202;2839			-1
SO_2768	SO_2768	4	4	4	SO_2768	1	4	4	4	4	4	4	11.9	11.9	11.9	64.6	596	596	0	50.409	11.9	16143000	16143000	13				469	245;411;706;1037	True;True;True;True	253;254;431;741;1084;1085	353;354;694;695;1142;1670;1671	633;634;635;1314;1315;1316;1317;1318;1319;2109;3124;3125;3126	634;1316;2109;3126	42	463	-1
SO_2769	SO_2769	1	1	1	SO_2769	1	1	1	1	1	1	1	12.4	12.4	12.4	31.707	282	282	0	7.4929	12.4	2386600	2386600	2				470	412	True	432	696	1320;1321	1320			-1
SO_2771	SO_2771	2	2	2	SO_2771	1	2	2	2	2	2	2	13.7	13.7	13.7	31.51	291	291	0	31.244	13.7	1134200	1134200	4				471	882;1233	True;True	925;1290	1415;1953	2671;2672;2673;3620	2672;3620			-1
SO_2776	SO_2776	2	2	2	SO_2776	1	2	2	2	2	2	2	12.1	12.1	12.1	26.381	248	248	0	32.052	12.1	5343000	5343000	3				472	433;788	True;True	455;825;826	724;1270;1271	1366;2302;2303	1366;2303			-1
SO_2782	SO_2782	1	1	1	SO_2782	1	1	1	1	1	1	1	4.1	4.1	4.1	21.13	195	195	0	6.472	4.1	3581900	3581900	3				473	429	True	449	716;717	1351;1352;1353	1351			-1
SO_2784	SO_2784	1	1	1	SO_2784	1	1	1	1	1	1	1	2.2	2.2	2.2	36.349	319	319	0	5.9672	2.2	290280	290280	1				474	1128	True	1182	1795	3327	3327			-1
SO_2785	SO_2785	1	1	1	SO_2785	1	1	1	1	1	1	1	1	1	1	120.49	1088	1088	0	8.295	1	10326000	10326000	2				475	357	True	375	571;572	1109;1110	1110			-1
SO_2787	SO_2787	2	2	2	SO_2787	1	2	2	2	2	2	2	46.4	46.4	46.4	7.5233	69	69	0	32.04	46.4	9724900	9724900	35				476	1141;1340	True;True	1196;1399	1811;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118	3350;3351;3872;3873;3874;3875;3876;3877;3878;3879;3880;3881;3882;3883;3884;3885;3886;3887;3888;3889;3890;3891;3892;3893;3894;3895;3896;3897;3898;3899;3900;3901;3902;3903;3904	3351;3886			-1
SO_2791	SO_2791	2	2	2	SO_2791	1	2	2	2	2	2	2	10.8	10.8	10.8	31.984	296	296	0	20.762	10.8	369460	369460	2				477	386;1352	True;True	405;1412	613;2135	1198;3923	1198;3923			-1
SO_2793	SO_2793	1	1	1	SO_2793	1	1	1	1	1	1	1	8.7	8.7	8.7	12.813	115	115	0	11.035	8.7	487840	487840	1				478	14	True	14	22	44	44			-1
SO_2796	SO_2796	1	1	1	SO_2796	1	1	1	1	1	1	1	1.4	1.4	1.4	117.08	1069	1069	0	6.6935	1.4	0	0	1				479	681	True	716	1116	2077	2077			-1
SO_2838	SO_2838	1	1	1	SO_2838	1	1	1	1	1	1	1	1.6	1.6	1.6	49.401	449	449	0	6.0391	1.6	210190	210190	1				480	1302	True	1361	2057	3794	3794			-1
SO_2839	SO_2839	2	2	2	SO_2839	1	2	2	2	2	2	2	13.1	13.1	13.1	16.213	145	145	0	16.563	13.1	1446200	1446200	2				481	152;286	True;True	156;300	207;417	324;756	324;756			-1
SO_2851	SO_2851	1	1	1	SO_2851	1	1	1	1	1	1	1	6.4	6.4	6.4	20.689	187	187	0	8.4503	6.4	4607100	4607100	2				482	600	True	629	983	1802;1803	1802			-1
SO_2853	SO_2853	1	1	1	SO_2853	1	1	1	1	1	1	1	2.5	2.5	2.5	37.799	354	354	0	10.29	2.5	353360	353360	1				483	785	True	822	1267	2299	2299			-1
SO_2860	SO_2860	2	2	2	SO_2860	1	2	2	2	2	2	2	18.4	18.4	18.4	22.944	207	207	0	19.347	18.4	4064800	4064800	4				484	945;1211	True;True	988;1268	1519;1914	2881;3538;3539;3540	2881;3538			-1
SO_2878	SO_2878	1	1	1	SO_2878	1	1	1	1	1	1	1	1.9	1.9	1.9	39.537	360	360	0	6.8426	1.9	721210	721210	1				485	1017	True	1062	1620	3057	3057			-1
SO_2881	SO_2881	4	4	4	SO_2881	1	4	4	4	4	4	4	30.4	30.4	30.4	21.495	194	194	0	57.745	30.4	21337000	21337000	17				486	99;100;754;916	True;True;True;True	102;103;790;959	135;136;137;138;139;140;1207;1477	227;228;229;230;231;232;233;234;235;236;237;238;239;2196;2817;2818;2819	228;239;2196;2817			-1
SO_2882	SO_2882	5	5	5	SO_2882	1	5	5	5	5	5	5	11.3	11.3	11.3	74.074	644	644	0	47.756	11.3	7571800	7571800	13				487	93;538;721;1126;1244	True;True;True;True;True	96;565;756;1180;1301	126;901;902;1160;1161;1793;1964;1965;1966	210;1667;1668;2131;2132;3325;3632;3633;3634;3635;3636;3637;3638	210;1667;2132;3325;3637			-1
SO_2883	SO_2883	2	2	2	SO_2883	1	2	2	2	2	2	2	3.6	3.6	3.6	48.562	422	422	0	14.651	3.6	1839800	1839800	2				488	33;1005	True;True	33;1050	45;1598	81;3020	81;3020			-1
SO_2884	SO_2884	1	1	1	SO_2884	1	1	1	1	1	1	1	2	2	2	59.358	508	508	0	14.614	2	1019100	1019100	2				489	585	True	613	961;962	1775;1776	1776			-1
SO_2893	SO_2893	1	1	1	SO_2893	1	1	1	1	1	1	1	11.5	11.5	11.5	20.852	191	191	0	7.0867	11.5	1443000	1443000	1				490	135	True	139	188	299	299			-1
SO_2895	SO_2895	3	3	3	SO_2895	1	3	3	3	3	3	3	13.7	13.7	13.7	24.345	212	212	0	29.759	13.7	3914600	3914600	6				491	496;1309;1363	True;True;True	522;1368;1423;1424	832;2074;2075;2162;2163	1544;1545;3813;3814;3815;3973;3974	1545;3814;3973			-1
SO_2896	SO_2896	1	1	1	SO_2896	1	1	1	1	1	1	1	2.9	2.9	2.9	75.337	689	689	0.006502	5.4997	2.9	287640	287640	1				492	928	True	971	1491	2836	2836			-1
SO_2901	SO_2901	1	1	1	SO_2901	1	1	1	1	1	1	1	1.9	1.9	1.9	40.815	373	373	0	6.035	1.9	0	0	1				493	691	True	726	1126	2089	2089			-1
SO_2903	SO_2903	6	6	6	SO_2903	1	6	6	6	6	6	6	24.5	24.5	24.5	34.42	322	322	0	56.37	24.5	1675600	1675600	15				494	353;396;416;752;1028;1372	True;True;True;True;True;True	371;416;436;788;1073;1074;1433	558;627;701;1205;1647;1648;1649;1650;1651;1652;1653;1654;1655;1656;2174	1047;1223;1327;2194;3095;3096;3097;3098;3099;3100;3101;3102;3103;3104;3986	1047;1223;1327;2194;3095;3986	43	262	-1
SO_2907	SO_2907	6	6	6	SO_2907	1	6	6	6	6	6	6	13.1	13.1	13.1	95.76	884	884	0	50.795	13.1	10355000	10355000	14				495	133;311;312;1091;1174;1182	True;True;True;True;True;True	137;326;327;1143;1230;1238;1239	182;183;184;185;186;463;464;1745;1865;1876;1877	292;293;294;295;296;297;845;846;847;3246;3443;3463;3464;3465;3466	293;845;847;3246;3443;3463	44	107	-1
SO_2912	SO_2912	8	8	8	SO_2912	1	8	8	8	8	8	8	11.3	11.3	11.3	84.859	760	760	0	56.149	11.3	24064000	24064000	14				496	207;383;728;771;871;872;1075;1356	True;True;True;True;True;True;True;True	214;401;402;763;808;914;915;1126;1416	302;609;610;1169;1247;1403;1404;1726;2151;2152	540;1194;1195;2140;2266;2654;2655;2656;2657;2658;2659;3222;3957;3958	540;1195;2140;2266;2654;2658;3222;3957	45	430	-1
SO_2915	SO_2915	1	1	1	SO_2915	1	1	1	1	1	1	1	4	4	4	43.525	399	399	0	9.9016	4	445920	445920	2				497	1286	True	1345	2030	3731;3732	3731			-1
SO_2916	SO_2916	1	1	1	SO_2916	1	1	1	1	1	1	1	1.3	1.3	1.3	77.851	717	717	0	6.9018	1.3	1178200	1178200	1				498	1024	True	1069	1643	3091	3091			-1
SO_2919	SO_2919	1	1	1	SO_2919	1	1	1	1	1	1	1	2.3	2.3	2.3	33.894	303	303	0	6.0487	2.3	700430	700430	1				499	225	True	233	322	591	591			-1
SO_2929	SO_2929	2	2	2	SO_2929	1	2	2	2	2	2	2	5.1	5.1	5.1	40.937	355	355	0	19.076	5.1	9314200	9314200	7				500	191;1134	True;True	198;1189	285;1802;1803	514;515;516;517;3336;3337;3338	515;3337			-1
SO_2934	SO_2934	1	1	1	SO_2934	1	1	1	1	1	1	1	2.8	2.8	2.8	85.184	827	827	0	14.074	2.8	2393200	2393200	1				501	678	True	713	1112	2073	2073			-1
SO_2937	SO_2937	1	1	1	SO_2937	1	1	1	1	1	1	1	5.2	5.2	5.2	32.785	291	291	0	6.7703	5.2	366160	366160	2				502	509	True	535	846	1563;1564	1564			-1
SO_2942	SO_2942	1	1	1	SO_2942	1	1	1	1	1	1	1	8	8	8	21.647	188	188	0	12.691	8	532540	532540	1				503	598	True	627	981	1800	1800			-1
SO_2945	SO_2945	1	1	1	SO_2945	1	1	1	1	1	1	1	3	3	3	33.359	301	301	0	6.5911	3	507890	507890	1				504	240	True	248	347	627	627			-1
SO_3017	SO_3017	1	1	1	SO_3017	1	1	1	1	1	1	1	3.5	3.5	3.5	31.475	286	286	0.0065274	5.508	3.5	0	0	1				505	551	True	578	919	1690	1690			-1
SO_3020	SO_3020	2	2	2	SO_3020	1	2	2	2	2	2	2	15.3	15.3	15.3	21.813	202	202	0	17.583	15.3	2271600	2271600	2				506	114;1369	True;True	117;1430	157;2170	262;3982	262;3982			-1
SO_3022	SO_3022	1	1	1	SO_3022	1	1	1	1	1	1	1	1.4	1.4	1.4	53.693	498	498	0	5.8545	1.4	402190	402190	1				507	717	True	752	1156	2127	2127			-1
SO_3023	SO_3023	2	2	2	SO_3023	1	2	2	2	2	2	2	8.8	8.8	8.8	42.816	396	396	0	20.347	8.8	5777500	5777500	5				508	759;917	True;True	795;796;960	1224;1225;1478	2232;2233;2234;2235;2820	2234;2820	46	16	-1
SO_3024	SO_3024	1	1	1	SO_3024	1	1	1	1	1	1	1	5.4	5.4	5.4	28.808	278	278	0	5.8427	5.4	0	0	1				509	851	True	892	1377	2613	2613			-1
SO_3037	SO_3037	1	1	1	SO_3037	1	1	1	1	1	1	1	3.7	3.7	3.7	30.801	270	270	0	10.504	3.7	3965400	3965400	3				510	37	True	37	50;51	88;89;90	90			-1
SO_3048	SO_3048	2	2	2	SO_3048	1	2	2	2	2	2	2	2.4	2.4	2.4	81.1	748	748	0	10.979	2.4	3218200	3218200	2				511	909;1125	True;True	952;1179	1463;1792	2788;3324	2788;3324			-1
SO_3058	SO_3058	1	1	1	SO_3058	1	1	1	1	1	1	1	1.4	1.4	1.4	55.237	517	517	0.0065359	5.5105	1.4	0	0	1				512	484	True	510	809	1498	1498			-1
SO_3070	SO_3070	6	6	6	SO_3070	1	6	6	6	6	6	6	31.1	31.1	31.1	37.189	338	338	0	64.889	31.1	7363500	7363500	30				513	137;460;518;878;1138;1300	True;True;True;True;True;True	141;485;544;921;1193;1359	190;772;858;859;860;861;862;863;864;865;866;867;1410;1808;2054;2055	301;302;303;1427;1428;1579;1580;1581;1582;1583;1584;1585;1586;1587;1588;1589;1590;1591;1592;1593;1594;1595;1596;2665;3347;3788;3789;3790;3791;3792	301;1428;1589;2665;3347;3792			-1
SO_3072	SO_3072	2	2	2	SO_3072	1	2	2	2	2	2	2	4.1	4.1	4.1	44.118	411	411	0	22.171	4.1	64385000	64385000	12				514	1078;1109	True;True	1129;1163	1729;1730;1774;1775	3225;3226;3227;3228;3229;3292;3293;3294;3295;3296;3297;3298	3226;3292			-1
SO_3077	SO_3077	1	1	1	SO_3077	1	1	1	1	1	1	1	4.8	4.8	4.8	40.388	376	376	0	13.486	4.8	140160	140160	1				515	699	True	734	1135	2100	2100			-1
SO_3080	SO_3080	1	1	1	SO_3080	1	1	1	1	1	1	1	3.8	3.8	3.8	35.242	314	314	0	7.097	3.8	10278000	10278000	3				516	183	True	189	259;260	415;416;417	416			-1
SO_3082	SO_3082	1	1	1	SO_3082	1	1	1	1	1	1	1	7.7	7.7	7.7	17.392	156	156	0	7.7761	7.7	0	0	1				517	714	True	749	1153	2124	2124			-1
SO_3083	SO_3083	1	1	1	SO_3083	1	1	1	1	1	1	1	1.6	1.6	1.6	106.03	929	929	0	12.582	1.6	841780	841780	2				518	602	True	631	986	1807;1808	1807			-1
SO_3088	SO_3088	2	2	2	SO_3088	1	2	2	2	2	2	2	3.1	3.1	3.1	75.701	705	705	0	13.143	3.1	335400	335400	1				519	260;636	True;True	269;669	375;1047	686;1927	686;1927			-1
SO_3089	SO_3089	1	1	1	SO_3089	1	1	1	1	1	1	1	2.5	2.5	2.5	46.761	436	436	0	11.278	2.5	845800	845800	2				520	554	True	581	922	1693;1694	1694			-1
SO_3095	SO_3095	1	1	1	SO_3095	1	1	1	1	1	1	1	1.6	1.6	1.6	60.455	555	555	0.0065703	5.5151	1.6	625720	625720	1				521	772	True	809	1248	2267	2267			-1
SO_3108	SO_3108	1	1	1	SO_3108	1	1	1	1	1	1	1	2.3	2.3	2.3	34.155	303	303	0	6.5527	2.3	9102400	9102400	3				522	555	True	582	923	1695;1696;1697	1695			-1
SO_3113	SO_3113	2	2	2	SO_3113	1	2	2	2	2	2	2	4.3	4.3	4.3	42.578	374	374	0	14.256	4.3	6093900	6093900	3				523	627;762	True;True	660;799	1035;1229;1230	1903;2242;2243	1903;2242	47	159	-1
SO_3116	SO_3116	1	1	1	SO_3116	1	1	1	1	1	1	1	7.4	7.4	7.4	23.492	204	204	0	6.6081	7.4	0	0	2				524	48	True	48	67;68	122;123	123			-1
SO_3118	SO_3118	2	2	2	SO_3118	1	2	2	2	2	2	2	6.7	6.7	6.7	25.255	223	223	0	11.951	6.7	419050	419050	2				525	241;1203	True;True	249;1260	348;1902	628;3514	628;3514			-1
SO_3120	SO_3120	1	1	1	SO_3120	1	1	1	1	1	1	1	4.6	4.6	4.6	51.964	459	459	0	9.9431	4.6	241680	241680	1				526	881	True	924	1414	2670	2670			-1
SO_3122	SO_3122	1	1	1	SO_3122	1	1	1	1	1	1	1	2.2	2.2	2.2	42.173	408	408	0.0053121	5.5569	2.2	221650	221650	0				527	1040	True	1088	1674	3129	3129			-1
SO_3130	SO_3130	2	2	2	SO_3130	1	2	2	2	2	2	2	5.5	5.5	5.5	52.557	469	469	0	21.125	5.5	13394000	13394000	4				528	204;811	True;True	211;849	299;1298;1299	537;2341;2342;2343	537;2343			-1
SO_3144	SO_3144	3	3	3	SO_3144	1	3	3	3	3	3	3	16.9	16.9	16.9	31.382	308	308	0	27.846	16.9	7426400	7426400	9				529	313;743;744	True;True;True	328;778;779	465;1190;1191;1192;1193	848;849;2171;2172;2173;2174;2175;2176;2177	848;2171;2175			-1
SO_3146	SO_3146	1	1	1	SO_3146	1	1	1	1	1	1	1	9.2	9.2	9.2	14.6	130	130	0.0013755	5.8073	9.2	1314300	1314300	2				530	1097	True	1149	1755	3259;3260	3260			-1
SO_3154	SO_3154	3	3	3	SO_3154	1	3	3	3	3	3	3	7.9	7.9	7.9	63.196	570	570	0	32.284	7.9	9080900	9080900	10				531	226;281;1038	True;True;True	234;292;293;294;1086	323;408;409;410;411;1672	592;739;740;741;742;743;744;745;746;3127	592;743;3127	48;49	480;482	-1
SO_3170	SO_3170	1	1	1	SO_3170	1	1	1	1	1	1	1	2	2	2	50.831	455	455	0	6.4934	2	244290	244290	1				532	1026	True	1071	1645	3093	3093			-1
SO_3176	SO_3176	1	1	1	SO_3176	1	1	1	1	1	1	1	2.9	2.9	2.9	41.298	373	373	0	9.2939	2.9	158380	158380	1				533	1241	True	1298	1961	3629	3629			-1
SO_3183	SO_3183	1	1	1	SO_3183	1	1	1	1	1	1	1	4.7	4.7	4.7	36.227	316	316	0	7.0599	4.7	744990	744990	1				534	581	True	608	954	1757	1757			-1
SO_3185	SO_3185	1	1	1	SO_3185	1	1	1	1	1	1	1	3.6	3.6	3.6	40.479	358	358	0	11.992	3.6	1479400	1479400	3				535	544	True	571	909;910	1677;1678;1679	1678			-1
SO_3186	SO_3186	1	1	1	SO_3186	1	1	1	1	1	1	1	4.9	4.9	4.9	33.812	304	304	0	9.2828	4.9	472000	472000	1				536	912	True	955	1468	2795	2795			-1
SO_3188	SO_3188	1	1	1	SO_3188	1	1	1	1	1	1	1	5.3	5.3	5.3	42.439	375	375	0	5.8436	5.3	1937000	1937000	6				537	914	True	957	1474;1475	2808;2809;2810;2811;2812;2813	2808			-1
SO_3189	SO_3189	2	2	2	SO_3189	1	2	2	2	2	2	2	9.4	9.4	9.4	37.783	340	340	0	26.757	9.4	11966000	11966000	4				538	708;1110	True;True	743;1164	1144;1145;1776	2111;2112;2113;3299	2113;3299			-1
SO_3190	SO_3190	2	2	2	SO_3190	1	2	2	2	2	2	2	7.5	7.5	7.5	47.233	426	426	0	19.793	7.5	656470	656470	2				539	70;420	True;True	70;440	98;705	163;1332	163;1332			-1
SO_3198	SO_3198	1	1	1	SO_3198	1	1	1	1	1	1	1	3.4	3.4	3.4	65.614	612	612	0	9.7631	3.4	432840	432840	1				540	689	True	724	1124	2087	2087			-1
SO_3202	SO_3202	1	1	1	SO_3202	1	1	1	1	1	1	1	12.8	12.8	12.8	18.224	164	164	0	13.487	12.8	24010000	24010000	8				541	1388	True	1449	2193;2194	4011;4012;4013;4014;4015;4016;4017;4018	4013			-1
SO_3203	SO_3203	1	1	1	SO_3203	1	1	1	1	1	1	1	2.8	2.8	2.8	35.661	326	326	0	6.3834	2.8	550950	550950	1				542	1050	True	1100	1690	3158	3158			-1
SO_3204	SO_3204	1	1	1	SO_3204	1	1	1	1	1	1	1	3.8	3.8	3.8	28.613	263	263	0	7.2691	3.8	573820	573820	1				543	841	True	881	1344	2435	2435			-1
SO_3211	SO_3211	1	1	1	SO_3211	1	1	1	1	1	1	1	6.8	6.8	6.8	31.925	293	293	0	6.9129	6.8	657730	657730	1				544	454	True	479	764	1417	1417			-1
